BC8_BioRED_Task1_Doc0	Positive_Correlation	c|DEL|-1607|G	C535531	Novel
BC8_BioRED_Task1_Doc0	Association	D055959	c|DEL|-1607|G	Novel
BC8_BioRED_Task1_Doc0	Positive_Correlation	c|Allele|D|-1607	D055959	Novel
BC8_BioRED_Task1_Doc0	Association	4312	D055959	Novel
BC8_BioRED_Task1_Doc0	Association	C535531	4312	Novel
BC8_BioRED_Task1_Doc1	Negative_Correlation	24408	D016291	No
BC8_BioRED_Task1_Doc1	Association	C035054	24408	Novel
BC8_BioRED_Task1_Doc1	Negative_Correlation	C035054	D009020	No
BC8_BioRED_Task1_Doc1	Negative_Correlation	C035054	D007859	No
BC8_BioRED_Task1_Doc1	Negative_Correlation	D016291	C035054	Novel
BC8_BioRED_Task1_Doc1	Positive_Correlation	D007859	D009020	No
BC8_BioRED_Task1_Doc3	Positive_Correlation	C563856	c|INS|457_458|G	No
BC8_BioRED_Task1_Doc3	Association	C563856	7259	No
BC8_BioRED_Task1_Doc4	Negative_Correlation	983	1027	No
BC8_BioRED_Task1_Doc4	Association	C009689	D005910	Novel
BC8_BioRED_Task1_Doc4	Negative_Correlation	C000605798	D002738	Novel
BC8_BioRED_Task1_Doc4	Negative_Correlation	C000605798	C025946	Novel
BC8_BioRED_Task1_Doc4	Negative_Correlation	C000605798	8878	Novel
BC8_BioRED_Task1_Doc4	Positive_Correlation	C000605798	84557	Novel
BC8_BioRED_Task1_Doc4	Positive_Correlation	C000605798	8678	Novel
BC8_BioRED_Task1_Doc4	Negative_Correlation	C000605798	4318	Novel
BC8_BioRED_Task1_Doc4	Negative_Correlation	C000605798	4313	Novel
BC8_BioRED_Task1_Doc4	Positive_Correlation	C000605798	1027	Novel
BC8_BioRED_Task1_Doc4	Negative_Correlation	C000605798	595	Novel
BC8_BioRED_Task1_Doc4	Negative_Correlation	C000605798	D005910	Novel
BC8_BioRED_Task1_Doc4	Association	207	2475	No
BC8_BioRED_Task1_Doc4	Association	5291	2475	No
BC8_BioRED_Task1_Doc4	Association	5291	207	No
BC8_BioRED_Task1_Doc5	Cotreatment	D003520	D005047	Novel
BC8_BioRED_Task1_Doc5	Negative_Correlation	D003520	D015458|D016399	Novel
BC8_BioRED_Task1_Doc5	Negative_Correlation	D005047	D015458|D016399	Novel
BC8_BioRED_Task1_Doc5	Positive_Correlation	C104457	D006402	Novel
BC8_BioRED_Task1_Doc5	Positive_Correlation	C104457	D059352	Novel
BC8_BioRED_Task1_Doc5	Positive_Correlation	C104457	D009422	Novel
BC8_BioRED_Task1_Doc5	Cotreatment	C104457	D003520	Novel
BC8_BioRED_Task1_Doc5	Cotreatment	C104457	D005047	Novel
BC8_BioRED_Task1_Doc5	Negative_Correlation	C104457	D015458|D016399	Novel
BC8_BioRED_Task1_Doc6	Positive_Correlation	D016257	D002118	Novel
BC8_BioRED_Task1_Doc6	Association	p|DEL|695-725|	D002118	Novel
BC8_BioRED_Task1_Doc6	Association	D004533	D002118	Novel
BC8_BioRED_Task1_Doc6	Association	D004533	55503	Novel
BC8_BioRED_Task1_Doc6	Negative_Correlation	55503	D002118	Novel
BC8_BioRED_Task1_Doc7	Association	4436	D003123	Novel
BC8_BioRED_Task1_Doc7	Association	4292	D003123	Novel
BC8_BioRED_Task1_Doc8	Association	rs6318	D016574	Novel
BC8_BioRED_Task1_Doc8	Association	3358	D016574	No
BC8_BioRED_Task1_Doc9	Association	C008316	C495469	Novel
BC8_BioRED_Task1_Doc9	Positive_Correlation	D003072	D012601	No
BC8_BioRED_Task1_Doc9	Positive_Correlation	D003072	C544092	No
BC8_BioRED_Task1_Doc9	Association	C524754	C495469	Novel
BC8_BioRED_Task1_Doc9	Association	C524754	C008316	Novel
BC8_BioRED_Task1_Doc9	Negative_Correlation	C524754	D009410	Novel
BC8_BioRED_Task1_Doc9	Negative_Correlation	C524754	D000544	Novel
BC8_BioRED_Task1_Doc9	Negative_Correlation	C524754	D045304	Novel
BC8_BioRED_Task1_Doc9	Negative_Correlation	C524754	25402	Novel
BC8_BioRED_Task1_Doc9	Negative_Correlation	C524754	D017382	Novel
BC8_BioRED_Task1_Doc9	Association	C524754	C544092	Novel
BC8_BioRED_Task1_Doc9	Association	C524754	D003704	Novel
BC8_BioRED_Task1_Doc9	Negative_Correlation	C524754	D003072	Novel
BC8_BioRED_Task1_Doc10	Association	D005910	1499	No
BC8_BioRED_Task1_Doc10	Association	D005910	7474	No
BC8_BioRED_Task1_Doc10	Association	5155	7345	Novel
BC8_BioRED_Task1_Doc10	Association	7124	7345	Novel
BC8_BioRED_Task1_Doc10	Association	3553	7345	Novel
BC8_BioRED_Task1_Doc10	Association	2247	7345	Novel
BC8_BioRED_Task1_Doc10	Association	D009369	238	No
BC8_BioRED_Task1_Doc10	Association	D009369	793	No
BC8_BioRED_Task1_Doc10	Association	D009369	361	No
BC8_BioRED_Task1_Doc10	Association	D009369	360	No
BC8_BioRED_Task1_Doc10	Association	D009369	24	No
BC8_BioRED_Task1_Doc10	Association	D009369	100423062	No
BC8_BioRED_Task1_Doc10	Association	D009369	23493	No
BC8_BioRED_Task1_Doc10	Association	D009369	9518	No
BC8_BioRED_Task1_Doc10	Association	D009369	23291	No
BC8_BioRED_Task1_Doc10	Association	D009369	23194	No
BC8_BioRED_Task1_Doc10	Association	D009369	3976	No
BC8_BioRED_Task1_Doc10	Association	D009369	10631	No
BC8_BioRED_Task1_Doc10	Association	D009369	59	No
BC8_BioRED_Task1_Doc10	Association	7345	D005910	Novel
BC8_BioRED_Task1_Doc10	Association	7345	1499	Novel
BC8_BioRED_Task1_Doc10	Association	7345	D009369	Novel
BC8_BioRED_Task1_Doc10	Association	7345	238	Novel
BC8_BioRED_Task1_Doc10	Association	7345	793	Novel
BC8_BioRED_Task1_Doc10	Association	7345	361	Novel
BC8_BioRED_Task1_Doc10	Association	7345	360	Novel
BC8_BioRED_Task1_Doc10	Association	7345	24	Novel
BC8_BioRED_Task1_Doc10	Association	7345	100423062	Novel
BC8_BioRED_Task1_Doc10	Association	7345	23493	Novel
BC8_BioRED_Task1_Doc10	Association	7345	9518	Novel
BC8_BioRED_Task1_Doc10	Association	7345	23291	Novel
BC8_BioRED_Task1_Doc10	Association	7345	23194	Novel
BC8_BioRED_Task1_Doc10	Association	7345	3976	Novel
BC8_BioRED_Task1_Doc10	Association	7345	10631	Novel
BC8_BioRED_Task1_Doc10	Association	7345	59	Novel
BC8_BioRED_Task1_Doc10	Positive_Correlation	7474	7345	Novel
BC8_BioRED_Task1_Doc11	Negative_Correlation	C536353	D005227	Novel
BC8_BioRED_Task1_Doc11	Positive_Correlation	C536353	c|DEL|1078-1182|	Novel
BC8_BioRED_Task1_Doc11	Negative_Correlation	C536353	37	No
BC8_BioRED_Task1_Doc11	Association	D019308	C536353	Novel
BC8_BioRED_Task1_Doc11	Positive_Correlation	37	D019308	Novel
BC8_BioRED_Task1_Doc12	Positive_Correlation	D000431	D006130	Novel
BC8_BioRED_Task1_Doc13	Positive_Correlation	7157	1026	No
BC8_BioRED_Task1_Doc13	Positive_Correlation	7157	5460	No
BC8_BioRED_Task1_Doc13	Association	D018236	7157	No
BC8_BioRED_Task1_Doc13	Association	D018236	1026	No
BC8_BioRED_Task1_Doc13	Association	D018236	5460	No
BC8_BioRED_Task1_Doc13	Association	1029	D005047	Novel
BC8_BioRED_Task1_Doc13	Association	D005047	7157	No
BC8_BioRED_Task1_Doc13	Negative_Correlation	D005047	D018236	No
BC8_BioRED_Task1_Doc13	Positive_Correlation	D005047	5562	Novel
BC8_BioRED_Task1_Doc13	Positive_Correlation	D005047	1026	No
BC8_BioRED_Task1_Doc13	Positive_Correlation	D005047	5460	Novel
BC8_BioRED_Task1_Doc13	Association	1026	5562	Novel
BC8_BioRED_Task1_Doc13	Positive_Correlation	5460	5562	Novel
BC8_BioRED_Task1_Doc13	Positive_Correlation	5460	1026	Novel
BC8_BioRED_Task1_Doc14	Association	D002549	rs113994095	Novel
BC8_BioRED_Task1_Doc14	Association	D002549	rs121918047	Novel
BC8_BioRED_Task1_Doc14	Association	D002549	5428	Novel
BC8_BioRED_Task1_Doc15	Negative_Correlation	D009369	4221	No
BC8_BioRED_Task1_Doc15	Positive_Correlation	c|INS||C	D018761	Novel
BC8_BioRED_Task1_Doc15	Positive_Correlation	c|INS||C	D010911	Novel
BC8_BioRED_Task1_Doc15	Positive_Correlation	c|INS||C	D006965	Novel
BC8_BioRED_Task1_Doc15	Association	4221	D018761	No
BC8_BioRED_Task1_Doc15	Association	4221	D010911	No
BC8_BioRED_Task1_Doc15	Association	4221	D006965	No
BC8_BioRED_Task1_Doc15	Positive_Correlation	c|INS|1546_1547|C	D018761	Novel
BC8_BioRED_Task1_Doc15	Positive_Correlation	c|INS|1546_1547|C	D010911	Novel
BC8_BioRED_Task1_Doc15	Positive_Correlation	c|INS|1546_1547|C	D006965	Novel
BC8_BioRED_Task1_Doc15	Association	c|INS|1546_1547|C	c|SUB|C|IVS3+18|T	Novel
BC8_BioRED_Task1_Doc16	Association	3040	4602	No
BC8_BioRED_Task1_Doc16	Association	3040	53335	No
BC8_BioRED_Task1_Doc16	Association	3040	D017086	No
BC8_BioRED_Task1_Doc16	Association	3048	4602	No
BC8_BioRED_Task1_Doc16	Association	3048	53335	No
BC8_BioRED_Task1_Doc16	Association	3048	3040	Novel
BC8_BioRED_Task1_Doc16	Association	3048	3043	Novel
BC8_BioRED_Task1_Doc16	Association	3048	3048	Novel
BC8_BioRED_Task1_Doc16	Association	3048	D017086	Novel
BC8_BioRED_Task1_Doc16	Association	3047	3040	Novel
BC8_BioRED_Task1_Doc16	Association	3047	3043	Novel
BC8_BioRED_Task1_Doc16	Association	3047	3048	Novel
BC8_BioRED_Task1_Doc16	Association	3047	17089	No
BC8_BioRED_Task1_Doc16	Association	3047	55646	No
BC8_BioRED_Task1_Doc16	Association	3047	D017086	Novel
BC8_BioRED_Task1_Doc16	Association	rs368698783	D017086	Novel
BC8_BioRED_Task1_Doc17	Negative_Correlation	D017116	D013256	No
BC8_BioRED_Task1_Doc17	Negative_Correlation	D010146	D013256	No
BC8_BioRED_Task1_Doc17	Negative_Correlation	D011843	D013256	No
BC8_BioRED_Task1_Doc17	Positive_Correlation	D009422	D013256	Novel
BC8_BioRED_Task1_Doc17	Positive_Correlation	C030262	D020335	Novel
BC8_BioRED_Task1_Doc17	Positive_Correlation	C030262	D006987	Novel
BC8_BioRED_Task1_Doc17	Positive_Correlation	D002045	D020335	Novel
BC8_BioRED_Task1_Doc17	Positive_Correlation	D002045	D006987	Novel
BC8_BioRED_Task1_Doc17	Positive_Correlation	D011128	D014221	Novel
BC8_BioRED_Task1_Doc17	Positive_Correlation	D011128	D002045	Novel
BC8_BioRED_Task1_Doc17	Positive_Correlation	D013256	D011128	Novel
BC8_BioRED_Task1_Doc18	Bind	7043	7048	No
BC8_BioRED_Task1_Doc18	Bind	7043	7046	No
BC8_BioRED_Task1_Doc18	Bind	7042	7048	No
BC8_BioRED_Task1_Doc18	Bind	7042	7046	No
BC8_BioRED_Task1_Doc18	Positive_Correlation	7042	D007627	Novel
BC8_BioRED_Task1_Doc18	Bind	7040	7048	No
BC8_BioRED_Task1_Doc18	Bind	7040	7046	No
BC8_BioRED_Task1_Doc18	Association	7040	D007627	Novel
BC8_BioRED_Task1_Doc18	Negative_Correlation	7048	D007627	Novel
BC8_BioRED_Task1_Doc18	Association	7046	D007627	No
BC8_BioRED_Task1_Doc18	Negative_Correlation	D007627	7043	Novel
BC8_BioRED_Task1_Doc18	Positive_Correlation	4052	7042	Novel
BC8_BioRED_Task1_Doc18	Bind	4052	7046	No
BC8_BioRED_Task1_Doc18	Positive_Correlation	4052	D007627	Novel
BC8_BioRED_Task1_Doc18	Association	4052	D009841	No
BC8_BioRED_Task1_Doc18	Positive_Correlation	4052	4052	Novel
BC8_BioRED_Task1_Doc19	Association	944568	D006514	Novel
BC8_BioRED_Task1_Doc19	Association	944568	D019259	Novel
BC8_BioRED_Task1_Doc19	Association	944568	D006513	No
BC8_BioRED_Task1_Doc19	Association	c|SUB|P|120|T	D006514	Novel
BC8_BioRED_Task1_Doc19	Association	c|SUB|P|120|T	D006513	No
BC8_BioRED_Task1_Doc19	Association	D019259	c|SUB|P|120|T	No
BC8_BioRED_Task1_Doc19	Association	D019259	D006513	No
BC8_BioRED_Task1_Doc19	Negative_Correlation	p|SUB|G|145|R	D006514	Novel
BC8_BioRED_Task1_Doc19	Association	p|SUB|G|145|R	D019259	No
BC8_BioRED_Task1_Doc19	Association	D006513	p|SUB|G|145|R	No
BC8_BioRED_Task1_Doc20	Association	p.G593S	D018358	Novel
BC8_BioRED_Task1_Doc20	Negative_Correlation	D007414	C516667	No
BC8_BioRED_Task1_Doc20	Association	D007414	rs113488022	Novel
BC8_BioRED_Task1_Doc20	Association	D007414	673	Novel
BC8_BioRED_Task1_Doc20	Association	7428	D009369	No
BC8_BioRED_Task1_Doc20	Association	23232	D009369	No
BC8_BioRED_Task1_Doc20	Association	23013	D009369	No
BC8_BioRED_Task1_Doc20	Association	6598	D009369	No
BC8_BioRED_Task1_Doc20	Association	5921	D009369	No
BC8_BioRED_Task1_Doc20	Association	5728	D009369	No
BC8_BioRED_Task1_Doc20	Association	58508	D009369	No
BC8_BioRED_Task1_Doc20	Association	23269	D009369	No
BC8_BioRED_Task1_Doc20	Association	3845	D009369	No
BC8_BioRED_Task1_Doc20	Association	7403	D009369	No
BC8_BioRED_Task1_Doc20	Association	2033	D009369	No
BC8_BioRED_Task1_Doc20	Association	1956	D009369	No
BC8_BioRED_Task1_Doc20	Association	1499	D009369	No
BC8_BioRED_Task1_Doc20	Association	54880	D009369	No
BC8_BioRED_Task1_Doc20	Association	324	D009369	No
BC8_BioRED_Task1_Doc20	Association	5925	D009369	No
BC8_BioRED_Task1_Doc20	Association	168975	D009369	No
BC8_BioRED_Task1_Doc20	Association	D009369	2065	No
BC8_BioRED_Task1_Doc20	Association	7157	D009369	No
BC8_BioRED_Task1_Doc20	Association	rs113488022	D018358	Novel
BC8_BioRED_Task1_Doc20	Negative_Correlation	rs113488022	C516667	Novel
BC8_BioRED_Task1_Doc20	Association	rs113488022	C535650	Novel
BC8_BioRED_Task1_Doc20	Association	C535650	p.G593S	Novel
BC8_BioRED_Task1_Doc20	Negative_Correlation	C535650	C516667	No
BC8_BioRED_Task1_Doc20	Association	C535650	7428	Novel
BC8_BioRED_Task1_Doc20	Association	C535650	23232	Novel
BC8_BioRED_Task1_Doc20	Association	C535650	23013	Novel
BC8_BioRED_Task1_Doc20	Association	C535650	6598	Novel
BC8_BioRED_Task1_Doc20	Association	C535650	5921	Novel
BC8_BioRED_Task1_Doc20	Association	C535650	5728	Novel
BC8_BioRED_Task1_Doc20	Association	C535650	58508	Novel
BC8_BioRED_Task1_Doc20	Association	C535650	23269	Novel
BC8_BioRED_Task1_Doc20	Association	C535650	3845	Novel
BC8_BioRED_Task1_Doc20	Association	C535650	7403	Novel
BC8_BioRED_Task1_Doc20	Association	C535650	2065	Novel
BC8_BioRED_Task1_Doc20	Association	C535650	2033	Novel
BC8_BioRED_Task1_Doc20	Association	C535650	1956	Novel
BC8_BioRED_Task1_Doc20	Association	C535650	1499	Novel
